sugar to flour ratio,sugar index,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,raisins,nuts,chocolate,oats,butter melted or cubed
0.39,1.2,32.0,85.0,0.9918,8.16,0.5,10.5,7,14.4,1.31,0,0,1,1,0
0.49,1.6,17.0,143.0,0.9937,8.22,0.52,9.2,8,12.4,1.27,0,0,1,0,0
0.38,1.0,31.0,90.0,0.98926,8.24,0.36,12.3,8,13.0,1.67,0,0,1,0,0
0.32,1.4,35.0,106.0,0.99026,8.16,0.66,12.0,7,13.6,1.59,0,0,1,1,0
0.28,9.4,29.0,183.0,0.9959399999999999,8.17,0.43,9.4,7,13.8,1.09,0,1,1,0,0
0.42,7.4,56.0,189.0,0.9958,8.22,0.48,9.3,8,13.6,1.7,0,0,1,0,0
0.3,8.4,35.0,115.0,0.99192,7.93,0.42,12.3,8,16.0,1.36,0,0,1,0,0
0.31,1.7,24.0,79.0,0.9905299999999999,8.27,0.69,11.4,9,13.0,1.01,0,0,1,0,0
0.13,4.5,17.0,116.0,0.9907,8.42,0.9,13.7,9,11.2,1.82,0,1,1,0,0
0.27,1.7,41.0,150.0,0.9933,8.49,0.71,10.5,9,12.4,1.4,0,0,1,0,0
0.31,2.8,15.0,46.0,0.9979,8.11,0.92,10.0,6,19.2,1.0,1,1,0,0,1
0.27,1.2,25.0,106.0,0.9932,8.01,0.55,10.4,7,15.6,1.31,1,0,0,0,0
0.35,7.7,36.0,135.0,0.9938,8.19,0.37,10.5,7,13.2,1.93,0,0,1,0,0
0.3,12.9,32.0,88.0,0.99654,8.2,0.35,9.9,8,13.6,1.04,0,0,1,1,0
0.43,15.0,60.0,184.0,1.0008,8.28,0.79,8.8,8,17.6,1.31,0,0,1,0,0
0.26,7.9,39.0,123.0,0.99119,7.99,0.3,12.2,9,13.4,1.62,1,0,0,0,0
0.41,2.3,22.0,145.0,0.9951,8.06,0.52,11.0,8,19.0,1.76,0,1,1,0,0
0.37,13.1,52.0,151.0,0.99726,8.18,0.79,10.4,8,15.2,1.78,0,0,1,1,0
0.26,1.7,3.0,11.0,0.9915,8.39,0.54,13.5,6,11.6,1.39,0,0,1,0,1
0.36,2.0,20.0,249.5,0.9923,8.37,0.79,11.3,8,12.2,1.12,0,0,1,1,0
0.32,3.8,13.0,116.0,0.99108,8.39,0.44,11.8,9,12.0,1.24,1,0,0,0,0
0.3,1.0,23.0,73.0,0.9903200000000001,8.23,0.52,11.3,8,12.4,1.29,0,0,1,1,0
0.38,2.5,34.0,66.0,0.99726,8.15,0.58,9.8,5,19.6,1.89,0,1,1,0,1
0.4,2.9,10.0,26.0,1.0006,8.48,0.91,9.7,5,20.0,1.87,0,0,1,0,1
0.22,4.8,49.0,142.0,0.9946,8.14,0.62,9.2,7,13.0,1.78,0,1,1,0,0
0.09,2.5,15.0,26.0,0.9953799999999999,8.57,0.63,12.0,5,12.4,1.92,0,1,1,1,1
0.34,1.3,27.0,82.0,0.99045,8.18,0.44,12.2,8,13.8,1.33,0,0,1,0,0
0.29,1.0,26.0,101.0,0.99,8.09,0.37,11.7,8,14.6,1.1,0,0,1,1,0
0.35,2.8,28.0,52.0,0.997,8.31,0.62,10.8,5,16.0,1.77,0,1,1,1,1
0.16,1.3,36.0,126.0,0.9935299999999999,8.13,0.46,8.7,8,12.2,1.79,0,0,1,0,0
0.36,1.5,38.0,147.0,0.9931,8.35,0.56,11.0,8,13.8,1.07,0,0,1,0,0
0.42,7.4,56.0,189.0,0.9958,8.22,0.48,9.3,8,13.6,1.82,0,0,1,0,0
0.37,8.5,46.0,153.0,0.9957600000000001,8.2,0.48,9.4,8,13.2,1.15,0,0,1,0,0
0.24,15.4,46.0,198.0,0.9988,8.12,0.49,8.8,7,14.2,1.2,1,0,0,0,0
0.22,16.7,38.0,133.0,0.9979,8.22,0.67,10.4,8,13.2,1.63,1,0,0,0,0
0.36,17.2,37.0,130.0,0.99946,8.23,0.43,8.8,8,12.4,1.99,0,0,1,0,0
0.23,17.3,37.0,118.0,0.9990600000000001,8.08,0.46,8.8,8,13.2,1.94,0,0,1,0,0
0.27,3.9,52.0,158.0,0.9920200000000001,8.35,0.44,10.7,9,11.2,1.89,0,0,1,0,0
0.09,2.5,20.0,49.0,0.9976,8.34,0.86,10.6,7,17.4,1.3,1,1,0,0,1
0.33,3.5,25.0,116.0,0.9905700000000001,8.2,0.44,11.7,8,11.6,1.5,1,0,0,0,0
0.21,2.2,21.0,39.0,0.99692,8.33,0.83,11.1,6,17.8,1.28,1,1,0,0,1
0.24,8.1,32.0,162.0,0.99508,8.17,0.38,10.4,10,14.6,1.75,0,0,1,1,0
0.39,3.9,22.0,122.0,0.9917,8.29,0.67,12.8,9,16.0,1.88,1,1,0,0,0
0.32,1.6,10.0,124.0,0.9948,8.3,0.67,9.6,7,13.6,1.44,1,0,0,0,0
0.43,1.65,5.0,11.0,0.9947799999999999,8.19,0.46,11.4,5,19.6,1.81,1,0,0,0,1
0.3,4.6,29.0,154.0,0.9914200000000001,8.23,0.49,12.2,10,13.2,1.38,0,0,1,0,0
0.52,7.9,35.0,192.0,0.99551,8.16,0.51,9.5,8,13.0,1.77,0,0,1,0,0
0.27,1.2,19.0,68.0,0.9902,8.14,0.37,11.7,6,13.6,1.31,0,0,1,0,0
0.33,3.5,10.0,40.0,0.9944,8.14,0.36,9.8,8,18.0,1.78,0,0,1,0,0
0.28,1.2,12.0,53.0,0.9926,7.8,0.46,10.6,7,19.2,1.24,0,0,1,0,0
0.46,1.45,77.5,223.0,0.9944,7.92,0.46,9.5,8,19.2,1.35,0,0,1,0,0
0.17,1.1,7.0,119.0,0.99297,8.13,0.36,9.7,8,14.0,1.27,1,0,0,0,0
0.18,7.7,57.0,200.0,0.99566,8.17,0.44,9.4,8,13.4,1.01,1,0,0,0,0
0.23,1.1,22.0,148.0,0.99266,8.3,0.47,9.633333333,7,12.0,1.37,0,1,1,0,0
0.24,7.8,54.0,214.0,0.9961,8.13,0.47,8.9,7,13.6,1.01,0,0,1,0,0
0.31,2.6,21.0,50.0,0.9982,8.37,0.91,9.9,6,17.2,1.84,0,1,1,0,1
0.41,13.7,44.0,197.0,0.9989,8.18,0.64,9.1,7,15.2,1.63,1,0,0,0,0
0.53,1.2,42.0,167.0,0.9908,8.11,0.44,11.9,7,15.4,1.37,0,0,1,1,0
0.32,1.4,17.0,47.0,0.9899,8.35,0.35,11.5,8,11.8,1.51,0,0,1,0,0
0.41,9.1,50.0,166.0,0.9954,8.14,0.58,9.8,8,13.4,1.58,0,0,1,0,0
0.33,2.7,28.0,89.0,0.9984,8.22,0.68,10.0,5,20.0,1.34,0,1,1,0,1
0.3,0.9,4.0,28.0,0.98931,8.2,0.36,12.0,8,14.2,1.24,0,0,1,0,0
0.05,2.7,15.0,27.0,0.9974,8.26,0.61,9.1,5,15.4,1.96,0,1,1,1,1
0.34,3.6,50.0,194.0,0.9912,8.31,0.52,11.6,8,11.8,1.29,0,0,1,0,0
0.31,4.5,42.0,124.0,0.99324,8.31,0.64,10.8,8,11.6,1.24,0,0,1,0,0
0.37,1.8,23.0,60.0,0.9971,8.41,0.71,12.1,6,15.4,1.93,0,0,1,0,1
0.29,7.1,28.0,100.0,0.99534,8.08,0.36,9.3,8,13.4,1.12,0,0,1,0,0
0.26,2.3,61.0,181.0,0.9939399999999999,8.45,0.63,10.6,8,13.4,1.26,0,0,1,0,0
0.31,1.0,22.0,73.0,0.99035,8.24,0.52,11.3,8,12.4,1.59,0,0,1,0,0
0.26,3.5,38.0,111.0,0.98872,8.18,0.47,13.6,9,12.0,1.63,1,0,0,0,0
0.4,4.6,5.0,19.0,0.9915,8.31,0.37,12.6,5,13.8,1.84,1,0,0,0,0
0.49,7.8,62.0,217.0,0.9959,8.17,0.45,9.4,8,13.2,1.67,0,0,1,0,0
0.25,7.95,16.0,108.0,0.9948600000000001,8.44,0.61,10.3,8,11.4,1.43,0,0,1,0,0
0.35,1.8,8.0,167.0,0.9908,8.11,0.41,12.1,8,15.6,1.89,1,0,0,0,0
0.32,1.7,27.0,128.0,0.99375,8.2,0.62,10.2,8,14.0,1.99,0,0,1,0,0
0.37,1.6,6.0,10.0,0.9955200000000001,8.23,0.58,11.1,7,18.2,1.44,0,0,1,0,1
0.19,3.2,8.0,30.0,0.9984,8.23,0.58,10.5,6,19.6,1.36,1,1,0,0,1
0.22,16.7,38.0,133.0,0.9979,8.22,0.67,10.4,8,13.2,1.07,1,0,0,0,0
0.3,1.4,34.0,166.0,0.99136,8.11,0.42,11.43333333,8,14.8,1.72,0,0,1,1,0
0.04,2.2,8.0,15.0,0.9956,8.4,0.63,9.4,6,13.2,1.47,1,1,0,0,1
0.37,2.2,5.0,13.0,0.998,8.22,0.62,9.2,5,18.8,1.87,1,0,0,0,1
0.25,8.0,21.0,124.0,0.9936200000000001,8.06,0.38,10.8,8,13.2,1.99,1,0,0,0,0
0.33,1.6,27.0,98.0,0.9898,8.09,0.46,12.3,9,13.8,1.66,0,0,1,1,0
0.65,1.4,28.0,157.0,0.9946,8.33,0.62,9.4,8,14.6,1.81,0,0,1,1,0
0.19,8.3,24.0,142.0,0.992,8.22,0.45,12.3,8,12.4,1.34,0,1,1,0,0
0.3,1.1,36.0,131.0,0.992,8.26,0.45,10.4,7,11.6,1.91,0,0,1,0,0
0.34,6.4,26.0,99.0,0.99449,8.23,0.41,9.2,8,10.2,1.72,0,0,1,0,0
0.35,1.5,51.0,128.0,0.9941,8.41,0.59,10.4,9,14.0,1.25,0,0,1,0,0
0.74,1.3,34.0,121.0,0.99334,8.04,0.46,9.2,8,14.0,1.78,0,0,1,0,0
0.38,11.8,51.0,170.0,1.0004,8.34,0.82,8.9,8,16.8,1.05,0,0,1,0,0
0.04,2.2,14.0,56.0,0.9962,8.21,0.6,10.9,6,17.6,1.88,1,1,0,0,1
0.35,2.4,23.0,78.0,0.9987,8.38,0.62,9.5,5,18.2,1.51,0,1,1,0,1
0.33,10.1,28.0,152.0,0.9968,8.2,0.52,9.4,7,13.8,1.6,0,1,1,0,0
0.29,4.3,25.0,142.0,0.9939,8.16,0.39,10.2,7,15.4,1.03,0,0,1,0,0
0.51,8.0,50.0,194.0,0.99545,8.13,0.5,9.6,7,13.4,1.66,0,0,1,0,0
0.42,8.2,60.0,196.0,0.9956200000000001,8.14,0.48,9.4,7,13.2,1.59,0,0,1,0,0
0.38,1.6,12.0,113.0,0.9917600000000001,8.3,0.73,11.4,7,12.4,1.96,0,0,1,0,0
0.41,9.4,49.0,166.0,0.9954,8.12,0.61,9.9,8,13.4,1.87,0,0,1,0,0
0.31,1.2,53.0,138.0,0.9908399999999999,8.38,0.35,11.5,9,12.8,1.01,0,0,1,1,0
0.31,1.6,36.0,127.0,0.9934,8.6,0.67,10.4,9,12.8,1.53,0,0,1,1,0
0.43,2.3,12.0,19.0,0.9955,8.17,0.81,11.2,7,16.8,1.74,1,0,0,0,1
0.37,5.1,11.0,65.0,1.0026,8.32,0.64,10.4,6,20.2,1.62,0,1,1,1,1
0.39,1.4,47.0,147.0,0.98836,8.08,0.64,12.9,9,11.8,1.9,0,0,1,0,0
0.4,1.3,61.0,146.0,0.9911200000000001,8.17,0.68,11.0,8,12.8,1.85,0,0,1,1,0
0.53,15.1,22.0,136.0,0.9986,7.94,0.35,9.4,7,13.2,1.35,0,0,1,0,0
0.27,6.3,30.0,143.0,0.9966,8.25,0.5,9.1,8,16.8,1.34,0,0,1,0,0
0.29,6.1,29.0,134.0,0.9946200000000001,8.48,0.57,10.7,8,12.0,1.62,1,0,0,0,0
0.49,9.9,48.0,161.0,0.9937,8.01,0.28,11.2,8,14.6,1.76,0,0,1,0,0
0.29,2.0,33.0,96.0,0.9890200000000001,8.04,0.54,12.8,9,12.6,1.49,0,0,1,1,0
0.22,4.1,35.0,131.0,0.9902,8.26,0.55,13.0,9,13.0,1.28,1,1,0,0,0
0.64,2.1,24.0,52.0,0.9949399999999999,8.34,0.71,11.2,6,13.4,1.68,0,0,1,1,1
0.1,6.0,5.0,11.0,0.9984,8.37,0.69,10.1,7,15.6,1.6,0,1,1,1,1
0.22,2.3,13.0,81.0,0.9968799999999999,8.24,0.54,9.5,6,16.0,1.48,0,1,0,1,1
0.33,1.9,23.0,93.0,0.991,8.34,0.7,12.0,9,13.0,1.38,0,0,0,1,0
0.16,3.1,28.0,92.0,0.9940000000000001,8.12,0.35,9.1,8,13.2,1.32,1,1,0,0,0
0.23,1.8,23.0,49.0,0.9963,8.28,0.67,9.3,5,15.8,1.18,1,0,0,0,1
0.38,9.1,35.0,127.0,0.99326,7.97,0.3,11.0,9,12.8,1.63,0,0,1,0,0
0.28,1.3,36.0,95.0,0.9888899999999999,8.08,0.64,12.9,9,11.8,1.62,0,0,1,0,0
0.27,15.2,75.0,217.0,0.9972,8.19,0.39,9.9,7,13.0,1.01,0,0,1,0,0
0.53,2.5,18.0,80.0,0.9976,8.37,0.8,9.6,6,16.0,1.36,1,0,0,0,1
0.25,1.1,26.0,81.0,0.9902,8.31,0.52,11.4,8,11.4,1.84,0,0,1,0,0
0.3,6.2,24.0,134.0,0.993,7.99,0.39,10.9,8,14.2,1.75,0,0,0,1,0
0.29,4.8,15.0,39.0,0.99577,8.53,0.54,11.1,5,13.6,1.22,1,0,0,1,1
0.34,13.7,66.0,184.0,0.99976,8.22,0.75,8.9,7,15.6,1.99,0,0,1,0,0
0.33,1.1,28.0,150.0,0.9927,8.13,0.42,9.3,7,11.4,1.5,0,0,1,0,0
0.31,1.7,23.0,110.0,0.9926,8.07,0.38,10.9,7,14.8,1.59,0,0,1,0,0
0.3,1.6,46.0,132.0,0.9918,8.35,0.38,11.1,9,13.8,1.36,0,0,1,0,0
0.56,16.45,52.5,282.0,1.00098,8.1,0.51,9.3,7,18.8,1.84,0,0,1,0,0
0.41,1.3,11.0,126.0,0.99293,8.28,0.45,10.3,7,15.0,1.38,0,0,1,0,0
0.28,9.4,13.0,121.0,0.99254,8.17,0.34,12.1,8,13.2,1.65,0,0,1,0,0
0.51,4.0,4.0,23.0,0.9996,8.28,0.97,10.1,6,23.0,1.69,0,0,1,1,1
0.53,15.1,22.0,136.0,0.9986,7.94,0.35,9.4,7,13.2,1.51,0,0,1,0,0
0.33,1.9,23.0,93.0,0.991,8.34,0.7,12.0,9,13.0,1.82,0,0,0,1,0
0.5,7.6,54.0,184.0,0.99572,8.17,0.45,9.2,7,13.0,1.05,0,0,1,0,0
0.68,1.6,22.0,130.0,0.9948,8.02,0.45,10.4,8,18.4,1.49,0,0,1,1,0
0.29,6.2,39.0,151.0,0.99471,8.6,0.44,10.6,8,12.2,1.62,0,0,1,1,0
0.32,2.0,29.0,130.0,0.99354,8.3,0.5,10.4,8,14.2,1.32,1,0,0,0,0
0.18,7.7,57.0,200.0,0.99566,8.17,0.44,9.4,8,13.4,1.98,1,0,0,0,0
0.26,5.2,33.0,112.0,0.99067,8.06,0.5,12.3,9,13.0,1.43,1,0,0,0,0
0.22,10.2,57.0,191.0,0.9966,8.08,0.4,9.3,8,15.2,1.94,1,0,0,0,0
0.25,6.65,30.0,138.0,0.99244,7.9,0.37,11.1,7,14.6,1.45,1,0,0,0,0
0.4,1.7,8.0,20.0,0.99603,8.39,0.6,10.5,5,16.8,1.29,0,0,1,0,1
0.19,7.1,36.0,110.0,0.9943799999999999,8.26,0.41,9.5,8,11.2,1.01,0,0,1,1,0
0.27,2.4,30.0,149.0,0.9936,8.1,0.51,9.2,8,14.4,1.59,0,0,1,0,0
0.29,10.5,21.0,145.0,0.9966,8.04,0.35,9.4,7,15.2,1.06,1,0,0,0,0
0.33,12.7,50.0,183.0,0.9987,8.41,0.4,9.8,7,14.4,1.47,0,0,1,0,0
0.26,3.4,25.0,146.0,0.9934700000000001,8.18,0.4,9.3,7,12.8,1.13,0,1,1,1,0
0.54,8.5,64.0,163.0,0.9959,7.89,0.39,8.8,8,13.0,1.53,0,0,1,1,0
0.29,1.1,44.0,140.0,0.9914200000000001,8.17,0.55,10.7,9,12.8,1.56,0,0,1,1,0
0.34,3.6,5.0,14.0,0.9987,8.29,0.52,10.7,6,18.8,1.94,1,1,0,0,1
0.2,17.9,36.0,161.0,0.9991,8.14,0.51,8.8,7,12.6,1.5,1,0,0,0,0
0.3,6.2,49.0,139.0,0.99021,8.17,0.27,13.6,8,14.2,1.76,1,0,0,0,0
0.34,1.2,29.0,118.0,0.9932,8.14,0.41,10.6,8,15.8,1.78,0,0,1,0,0
0.3,13.6,50.0,180.0,0.9984,8.44,0.39,9.8,7,13.6,1.57,0,0,1,0,0
0.49,3.2,20.0,78.0,0.9992,8.19,0.7,10.0,6,21.2,1.13,1,0,0,0,1
0.46,5.0,3.0,29.0,0.9906,8.04,0.53,12.5,6,14.4,1.98,1,0,0,0,0
0.09,2.3,34.0,45.0,0.9941700000000001,8.46,0.74,12.7,8,15.6,1.03,1,1,0,0,1
0.28,8.3,22.0,166.0,0.9950600000000001,8.16,0.72,10.6,7,13.8,1.53,1,0,0,0,0
0.74,7.8,52.0,209.0,0.9956,8.21,0.42,9.2,8,12.8,1.41,0,0,1,0,0
0.31,1.4,34.0,114.0,0.9929,8.39,0.77,10.6,8,13.6,1.95,0,0,1,0,0
0.32,6.5,20.0,167.0,0.99479,8.08,0.43,10.6,7,18.8,1.55,0,1,1,0,0
0.09,2.2,9.0,18.0,0.99444,8.42,0.69,11.3,6,13.2,1.74,0,1,1,0,1
0.68,4.1,6.0,24.0,0.997,8.06,0.66,13.4,6,21.2,1.95,0,1,1,0,1
0.28,5.7,56.0,189.5,0.9948,8.59,0.43,10.6,9,12.0,1.87,0,0,1,1,0
0.32,1.0,39.0,118.0,0.9888600000000001,8.31,0.4,13.1,10,12.6,1.83,0,0,1,1,0
0.34,7.8,49.0,128.0,0.99397,8.21,0.4,10.7,8,14.2,1.4,0,0,1,0,0
0.0,5.6,8.0,31.0,0.9936,8.32,0.51,10.5,6,11.8,1.75,0,1,1,1,0
0.5,2.3,28.0,71.0,0.9997,8.5,0.57,9.7,5,19.2,1.76,0,1,1,1,1
0.32,10.05,37.0,131.0,0.9935200000000001,8.09,0.33,11.7,10,14.0,1.61,1,0,0,0,0
0.0,2.4,18.0,29.0,0.9965,8.32,0.6,10.0,6,15.0,1.65,0,1,1,1,1
0.2,2.0,9.0,39.0,0.9987,8.48,0.62,9.3,5,15.4,1.8,1,1,0,0,1
0.32,1.3,39.0,123.0,0.992,8.17,0.42,11.2,10,14.0,1.19,0,0,1,0,0
0.38,1.6,27.0,90.0,0.9991399999999999,8.15,0.65,8.5,5,20.0,1.01,1,0,0,0,1
0.19,5.6,22.0,143.0,0.99425,8.15,0.63,9.9,7,12.4,1.62,1,0,0,0,0
0.31,5.3,35.0,163.0,0.9951,8.2,0.38,9.3,7,13.2,1.08,0,0,1,0,0
0.45,8.3,52.0,196.0,0.9955,8.18,0.48,9.5,7,12.8,1.55,0,0,1,0,0
0.16,6.8,65.0,212.0,0.9955,8.08,0.39,9.0,8,13.8,1.14,0,0,1,0,0
0.36,2.0,15.0,55.0,0.99745,8.31,0.57,10.4,4,16.8,1.52,0,1,1,1,1
0.29,16.85,23.0,135.0,0.9998,8.16,0.38,9.0,8,15.6,1.04,1,0,0,0,0
0.23,3.3,34.0,113.0,0.99429,8.16,0.48,8.4,7,12.4,1.45,1,0,0,0,0
0.22,2.0,7.0,27.0,0.9967,8.2,0.56,10.2,6,17.2,1.37,1,1,0,0,1
0.66,15.9,26.0,164.0,0.9979,8.14,0.5,8.8,8,12.0,1.68,1,0,0,0,0
0.26,5.1,16.0,119.0,0.99416,8.15,0.41,9.2,7,12.0,1.36,1,0,0,0,0
0.26,5.45,26.0,90.0,0.98951,7.84,0.54,13.2,9,14.6,1.12,0,1,1,0,0
0.49,9.1,46.0,151.0,0.9926,8.16,0.27,12.7,10,16.0,1.44,0,1,1,0,0
0.0,0.8,30.0,95.0,0.9903200000000001,8.1,0.4,10.9,6,12.0,1.1,1,1,0,0,0
0.29,1.4,13.0,67.0,0.9915,8.05,0.49,10.9,8,13.2,1.79,0,0,1,0,0
0.3,7.9,14.0,118.0,0.9942,7.96,0.34,10.4,7,14.8,1.41,0,0,1,0,0
0.24,1.2,20.0,102.0,0.9929,8.28,0.42,10.9,7,16.0,1.43,0,0,1,0,0
0.4,7.5,12.0,76.0,0.9966,8.06,0.84,9.7,8,16.4,1.03,0,0,1,0,0
0.41,8.2,15.0,122.0,0.9979,8.39,0.49,9.3,7,16.6,1.35,0,1,1,0,0
0.38,1.2,31.0,132.0,0.98895,8.28,0.36,12.4,8,10.8,1.22,0,0,1,0,0
0.18,6.4,28.0,120.0,0.99403,8.27,0.5,9.9,7,11.8,1.18,0,0,1,0,0
0.17,2.9,20.0,53.0,1.0004,8.14,0.61,9.4,5,19.4,1.04,1,1,0,0,1
0.36,2.5,12.0,73.0,0.9920100000000001,8.22,0.48,10.8,8,11.8,1.39,0,1,1,0,0
0.28,1.3,26.0,101.0,0.9894799999999999,8.35,0.38,12.5,9,11.4,1.69,0,0,1,0,0
0.34,2.7,24.0,121.0,0.9902,8.14,0.38,12.4,9,13.8,1.84,0,0,1,0,0
0.43,13.0,64.0,233.0,0.99745,8.08,0.38,8.9,7,12.4,1.95,0,0,1,0,0
0.0,6.4,43.0,166.0,0.9940000000000001,8.3,0.63,9.9,8,10.0,1.37,1,0,0,0,0
0.34,1.2,26.0,111.0,0.9931,8.51,0.47,10.7,8,15.0,1.7,0,0,1,0,0
0.28,10.0,56.0,131.0,0.9940000000000001,8.22,0.35,10.9,8,12.2,1.9,0,0,1,0,0
0.26,5.2,40.0,176.0,0.99116,8.17,0.41,12.3,8,13.6,1.0,0,1,1,0,0
0.25,6.9,44.0,201.0,0.9955,8.19,0.4,9.1,8,12.2,1.75,0,0,1,0,0
0.33,2.8,15.0,85.0,0.99,8.28,0.51,13.4,8,13.2,1.55,0,1,1,0,0
0.24,8.45,32.0,172.0,0.9958,8.39,0.57,9.7,9,12.6,1.48,0,0,1,0,0
0.39,7.8,61.0,219.0,0.9959,8.19,0.5,9.4,7,13.0,1.33,1,0,0,0,0
0.37,1.8,60.0,156.0,0.992,8.11,0.35,11.1,8,14.6,1.56,0,0,1,0,0
0.41,12.9,79.5,183.0,0.9974200000000001,8.24,0.78,10.2,8,13.6,1.34,0,0,1,1,0
0.37,15.0,59.0,178.0,0.9992,8.37,0.82,9.5,9,13.8,1.09,0,0,1,0,0
0.42,1.6,18.0,30.0,0.9940000000000001,8.29,0.69,11.2,6,15.8,1.41,0,0,1,1,1
0.32,2.2,7.0,54.0,0.9966,8.36,0.52,9.4,5,15.2,1.94,0,1,1,1,1
0.41,2.9,48.0,122.0,0.9905200000000001,8.25,0.43,12.0,7,13.4,1.4,0,0,1,0,0
0.39,12.4,29.0,119.0,0.9974,8.16,0.39,9.4,7,15.0,1.48,1,0,0,0,0
0.32,16.5,44.0,166.0,1.0,8.38,0.46,9.5,8,13.0,1.07,0,0,1,0,0
0.29,3.7,14.0,73.0,0.9915,8.06,0.45,11.4,8,14.8,1.33,0,0,1,0,0
0.25,2.8,9.0,104.0,0.99779,8.23,0.57,9.7,5,18.0,1.76,1,1,0,0,1
0.63,2.9,10.0,26.0,0.9968,8.16,0.78,12.5,7,20.4,1.28,0,1,1,0,1
0.08,1.9,28.0,38.0,0.99651,8.42,0.82,9.5,6,13.6,1.96,0,1,1,1,1
0.33,10.4,47.0,194.0,0.99692,8.07,0.58,9.6,8,15.6,1.2,1,0,0,0,0
0.33,7.4,58.0,205.0,0.99495,8.26,0.41,9.6,7,11.8,1.88,0,0,1,0,0
0.38,8.1,24.0,155.0,0.9956,8.33,0.59,10.2,8,13.6,1.51,0,0,1,0,0
0.52,7.9,35.0,192.0,0.99551,8.16,0.51,9.5,8,13.0,1.9,0,0,1,0,0
0.04,18.6,38.0,128.0,0.9985,8.37,0.57,10.2,8,10.0,1.91,0,1,1,0,0
0.35,0.7,24.0,111.0,0.9916,8.37,0.43,11.0,5,12.4,1.15,0,0,1,0,0
0.27,1.4,33.0,152.0,0.9934,8.22,0.56,9.5,8,13.2,1.06,0,0,1,0,0
0.37,16.95,43.0,190.0,0.9995,8.03,0.42,9.2,8,14.8,1.92,0,0,1,0,0
0.31,18.3,40.0,142.0,1.0,8.3,0.41,8.7,7,13.6,1.44,0,0,1,0,0
0.48,2.1,15.0,49.0,0.998,8.03,0.81,9.7,6,21.4,1.61,0,1,1,0,1
0.37,11.3,64.0,173.0,0.9963200000000001,8.08,0.53,9.9,8,13.4,1.42,0,0,1,0,0
0.3,2.0,28.0,92.0,0.99225,8.39,0.69,10.9,9,11.8,1.3,0,0,1,0,0
0.24,2.6,28.0,139.0,0.9978799999999999,8.21,0.57,9.5,5,18.4,1.78,1,1,0,0,1
0.43,2.0,14.0,24.0,0.9942799999999999,8.45,0.87,11.2,7,12.4,1.56,1,0,0,0,1
0.26,18.35,33.0,139.0,1.0011,8.17,0.39,8.8,7,15.0,1.05,0,0,1,0,0
0.24,2.5,16.0,53.0,0.9993,8.06,0.72,11.0,6,22.4,1.38,0,1,1,1,1
0.31,1.9,8.0,24.0,0.996,8.24,0.69,10.6,6,16.4,1.48,0,1,1,0,1
0.31,19.25,38.0,167.0,0.99954,7.93,0.52,9.1,9,13.8,1.55,0,0,1,1,0
0.21,6.3,50.0,218.0,0.9941,8.15,0.6,10.0,7,12.4,1.95,1,0,0,0,0
0.43,1.4,22.0,113.0,0.9938,8.22,0.62,10.6,8,14.8,1.1,0,0,1,0,0
0.33,2.4,11.0,47.0,0.9959899999999999,8.27,0.81,11.0,6,16.4,1.65,1,0,0,0,1
0.34,2.5,26.0,35.0,0.99356,8.22,0.59,12.5,7,15.2,1.64,1,0,0,0,1
0.42,1.1,63.0,146.0,0.99066,8.13,0.72,11.2,9,12.6,1.05,0,0,1,1,0
0.0,6.5,33.0,163.0,0.9939,8.36,0.61,9.9,8,9.6,1.59,1,0,0,0,0
0.22,4.6,29.0,107.0,0.9888899999999999,8.33,0.54,13.8,8,10.8,1.88,0,0,1,0,0
0.23,9.65,26.0,119.0,0.9916799999999999,8.18,0.53,12.2,8,10.6,1.87,1,0,0,0,0
0.4,15.4,81.0,198.0,0.9986,8.2,0.69,9.4,7,13.8,1.39,0,0,1,0,0
0.46,1.6,38.0,123.0,0.993,8.38,0.51,9.7,8,12.4,1.15,0,0,1,1,0
0.34,18.35,44.0,197.0,1.0008,8.22,0.55,9.0,7,15.2,1.45,1,0,0,0,0
0.35,4.6,32.0,148.0,0.9945799999999999,8.15,0.45,11.5,9,17.8,1.21,1,0,0,0,0
0.29,7.6,37.0,122.0,0.9939,8.16,0.34,12.0,7,16.4,1.8,1,0,0,0,0
0.49,5.8,25.0,120.0,0.9942,8.01,0.98,10.5,8,12.8,1.6,0,0,1,0,0
0.45,7.7,31.0,97.0,0.99134,8.2,0.7,12.7,9,13.0,1.16,1,0,0,0,0
0.2,0.9,5.0,126.0,0.992,8.1,0.42,10.4,8,13.8,1.86,0,1,1,0,0
0.04,1.4,43.0,119.0,0.9894,8.36,0.33,12.1,10,10.4,1.54,0,1,1,0,0
0.58,7.9,62.0,180.0,0.9966,8.07,0.38,9.0,7,15.2,2.0,0,0,1,0,0
0.44,1.9,10.0,119.0,0.9913,8.01,0.7,12.8,8,15.2,1.93,0,0,1,0,0
0.25,2.0,8.0,21.0,0.99769,8.27,0.72,9.6,5,18.0,1.91,1,1,0,0,1
0.34,1.3,54.0,110.0,0.9917600000000001,8.07,0.55,11.0,9,17.0,1.76,0,0,1,0,0
0.28,8.5,25.0,191.0,0.9933799999999999,8.16,0.46,12.2,9,14.2,1.47,0,0,1,0,0
0.24,10.3,64.0,185.0,0.99519,8.12,0.5,10.6,8,13.4,1.15,0,0,1,1,0
